date_id,window_start,r2,trial
1079,1060,0.02094764707519381,frozen
1080,1061,0.021594782722381467,frozen
1081,1062,0.016124136669480094,frozen
1082,1063,0.016926544162070956,frozen
1083,1064,0.017240273066781997,frozen
1084,1065,0.018946518806567614,frozen
1085,1066,0.020466937799973772,frozen
1086,1067,0.021184542595381384,frozen
1087,1068,0.02119234026611161,frozen
1088,1069,0.021351934439082232,frozen
1089,1070,0.021485666835806883,frozen
1090,1071,0.02195827034597031,frozen
1091,1072,0.02273758047709773,frozen
1092,1073,0.02239396122356707,frozen
1093,1074,0.02200187253615682,frozen
1094,1075,0.021716081387456843,frozen
1095,1076,0.02165350465228244,frozen
1096,1077,0.022028293307701508,frozen
1097,1078,0.02252675359601497,frozen
1098,1079,0.022814811528023338,frozen
1099,1080,0.022194033272410763,frozen
1100,1081,0.021588431869088986,frozen
1101,1082,0.020942009581419452,frozen
1102,1083,0.019565881922194217,frozen
1103,1084,0.020441049596097938,frozen
1104,1085,0.022552455423915485,frozen
1105,1086,0.022449340818038177,frozen
1106,1087,0.02139334441171048,frozen
1107,1088,0.021328016536209193,frozen
1108,1089,0.020533630612618592,frozen
1109,1090,0.020098597930406248,frozen
1110,1091,0.02020781777812375,frozen
1111,1092,0.01971935028773042,frozen
1112,1093,0.020349503811891267,frozen
1113,1094,0.02126727899088232,frozen
1114,1095,0.02065092765671972,frozen
1115,1096,0.020250059054078506,frozen
1116,1097,0.020248937904792208,frozen
1117,1098,0.01963848544600022,frozen
1118,1099,0.01942158227942936,frozen
1119,1100,0.019445060600306707,frozen
1120,1101,0.01887369829505603,frozen
1121,1102,0.018875435087051917,frozen
1122,1103,0.019999711224906402,frozen
1123,1104,0.019588959354620017,frozen
1124,1105,0.017632267679044245,frozen
1125,1106,0.0175561380888829,frozen
1126,1107,0.017619509310699555,frozen
1127,1108,0.017662844952033296,frozen
1128,1109,0.017428888454726454,frozen
1129,1110,0.017765923846887022,frozen
1130,1111,0.016546876294897594,frozen
1131,1112,0.016751947100769327,frozen
1132,1113,0.01604574824870908,frozen
1133,1114,0.014940630720136738,frozen
1134,1115,0.01605488280862688,frozen
1135,1116,0.016344073407912774,frozen
1136,1117,0.015738615408589007,frozen
1137,1118,0.015639790167934597,frozen
1138,1119,0.01592816187972379,frozen
1139,1120,0.016793666348536518,frozen
1140,1121,0.017194067783734557,frozen
1141,1122,0.01713334043680248,frozen
1142,1123,0.017041714384466666,frozen
1143,1124,0.016057181651605523,frozen
1144,1125,0.016004187417032356,frozen
1145,1126,0.015772102539413302,frozen
1146,1127,0.016248991317310946,frozen
1147,1128,0.01742594813336784,frozen
1148,1129,0.01938876255743127,frozen
1149,1130,0.019530588517666425,frozen
1150,1131,0.02137895840094184,frozen
1151,1132,0.02185520750230041,frozen
1152,1133,0.022473431027362767,frozen
1153,1134,0.022845096405910148,frozen
1154,1135,0.02211653863611629,frozen
1155,1136,0.021646334370208575,frozen
1156,1137,0.022762920462128244,frozen
1157,1138,0.02381503028312204,frozen
1158,1139,0.023148700110893983,frozen
1159,1140,0.02174036092709386,frozen
1160,1141,0.02220004346510096,frozen
1161,1142,0.021923551422806442,frozen
1162,1143,0.021212293271883786,frozen
1163,1144,0.021860978046805202,frozen
1164,1145,0.021155911216104828,frozen
1165,1146,0.020977546890055487,frozen
1166,1147,0.02052710725267559,frozen
1167,1148,0.01953908133817972,frozen
1168,1149,0.0188181385603976,frozen
1169,1150,0.01846116879793136,frozen
1170,1151,0.017356147310577108,frozen
1171,1152,0.016915800245363766,frozen
1172,1153,0.015989829348105222,frozen
1173,1154,0.01671880959686345,frozen
1174,1155,0.01626155131191287,frozen
1175,1156,0.016890424283063865,frozen
1176,1157,0.01598871418200909,frozen
1177,1158,0.014694049892835293,frozen
1178,1159,0.014793520475749222,frozen
1179,1160,0.013887818806984753,frozen
1180,1161,0.013336740878148512,frozen
1181,1162,0.013861221024976889,frozen
1182,1163,0.013999844605705691,frozen
1183,1164,0.013689078143854227,frozen
1184,1165,0.013726550866546505,frozen
1185,1166,0.014807048548888702,frozen
1186,1167,0.019863818485003626,frozen
1187,1168,0.019119901646694526,frozen
1188,1169,0.018863478387980637,frozen
1189,1170,0.018866355102603705,frozen
1190,1171,0.018789189682101193,frozen
1191,1172,0.018973483830981297,frozen
1192,1173,0.019671142812611175,frozen
1193,1174,0.018774772144140806,frozen
1194,1175,0.018325256663749068,frozen
1195,1176,0.017724988374037798,frozen
1196,1177,0.01748191194465587,frozen
1197,1178,0.01854038305437289,frozen
1198,1179,0.01865547875575624,frozen
1199,1180,0.0197809230328444,frozen
1200,1181,0.021114235952136795,frozen
1201,1182,0.020415259610004677,frozen
1202,1183,0.020162186597441845,frozen
1203,1184,0.021466268539145017,frozen
1204,1185,0.021715123155080285,frozen
1205,1186,0.020857449813608597,frozen
1206,1187,0.017120240703480283,frozen
1207,1188,0.017533251712932185,frozen
1208,1189,0.017274490410331467,frozen
1209,1190,0.01720078073868092,frozen
1210,1191,0.017303429236760315,frozen
1211,1192,0.017012084660653515,frozen
1212,1193,0.01671914618094239,frozen
1213,1194,0.017854008051480186,frozen
1214,1195,0.018071211247056684,frozen
1215,1196,0.019137024793909774,frozen
1216,1197,0.019843714196400963,frozen
1217,1198,0.018792305336082893,frozen
1218,1199,0.02193055385226017,frozen
1219,1200,0.02217271353852568,frozen
1220,1201,0.02013694246829234,frozen
1221,1202,0.021625690672696152,frozen
1222,1203,0.022352506790123905,frozen
1223,1204,0.02117970799428126,frozen
1224,1205,0.021638165593978353,frozen
1225,1206,0.022211774500094483,frozen
1226,1207,0.02343223287146412,frozen
1227,1208,0.023758965176979285,frozen
1228,1209,0.024768582319130483,frozen
1229,1210,0.025956943146594247,frozen
1230,1211,0.02643561345043477,frozen
1231,1212,0.027989498849063654,frozen
1232,1213,0.029003605582118896,frozen
1233,1214,0.02814662604244056,frozen
1234,1215,0.030069893072959375,frozen
1235,1216,0.029558209014878045,frozen
1236,1217,0.03079871043719118,frozen
1237,1218,0.03390547460046445,frozen
1238,1219,0.02666640071444004,frozen
1239,1220,0.027704030740862917,frozen
1240,1221,0.03027786563000634,frozen
1241,1222,0.028995734259254058,frozen
1242,1223,0.0289714443130612,frozen
1243,1224,0.029088866337872776,frozen
1244,1225,0.028862133512533417,frozen
1245,1226,0.029671435889885522,frozen
1246,1227,0.02570717441689596,frozen
1247,1228,0.024272843431946245,frozen
1248,1229,0.022946772119695202,frozen
1249,1230,0.022178673000494142,frozen
1250,1231,0.0221651391858938,frozen
1251,1232,0.021261196228415824,frozen
1252,1233,0.020918348061593095,frozen
1253,1234,0.021184983392981138,frozen
1254,1235,0.020996294438473395,frozen
1255,1236,0.021116304848736944,frozen
1256,1237,0.02051982012455722,frozen
1257,1238,0.019567815868158145,frozen
1258,1239,0.020194612491870267,frozen
1259,1240,0.018642401933927855,frozen
1260,1241,0.01868800110649793,frozen
1261,1242,0.017821490106352367,frozen
1262,1243,0.01869955088012376,frozen
1263,1244,0.01961273736017133,frozen
1264,1245,0.019302521825608765,frozen
1265,1246,0.018933688762926892,frozen
1266,1247,0.019228141874474525,frozen
1267,1248,0.020560006199816017,frozen
1268,1249,0.021029143320568933,frozen
1269,1250,0.020833540803807282,frozen
