date_id,window_start,without_online,with_online,day_offset
1567,1548,0.013206530278430328,0.008489095670926483,187
1568,1549,0.01383779707511923,0.009262083809221333,188
1569,1550,0.01354237374552103,0.009383181421782072,189
1570,1551,0.013401459378518554,0.009093580663953715,190
1571,1552,0.013352296175566991,0.00871946952117797,191
1572,1553,0.012032477940018604,0.007468052315106277,192
1573,1554,0.012167302187123141,0.007776025577476142,193
1574,1555,0.01287673442715398,0.008762862647132996,194
1575,1556,0.013005419625958692,0.00951157648001566,195
1576,1557,0.012559131983080563,0.008432000158281161,196
1577,1558,0.014215626380417623,0.009789758470985732,197
1578,1559,0.012859822720096559,0.008660706348871061,198
1579,1560,0.017852932861570525,0.014564665176481806,199
1580,1561,0.017033567933648963,0.014080228427113872,200
1581,1562,0.01786131993921658,0.015777730006422686,201
1582,1563,0.017791660299281142,0.016521302383802228,202
1583,1564,0.018230379324828183,0.01676788309899624,203
1584,1565,0.01835252428632339,0.015930267428668987,204
1585,1566,0.01916470547863336,0.01642280738156887,205
1586,1567,0.018410676824854977,0.015959772976049558,206
1587,1568,0.018842562411646724,0.01669249200948897,207
1588,1569,0.017687308183393147,0.016584979608292305,208
1589,1570,0.01886133618971808,0.018278744446560302,209
1590,1571,0.021044596735379617,0.0204196837130437,210
1591,1572,0.02138062537862362,0.02153827310486145,211
1592,1573,0.02099825365586372,0.020459440789693528,212
1593,1574,0.020334450857117936,0.020365991342862433,213
1594,1575,0.02199908129657613,0.02262529454164819,214
1595,1576,0.022340969933462462,0.022447102230409355,215
1596,1577,0.02639136061364966,0.026092064625258704,216
1597,1578,0.02458291448437322,0.024795661443184236,217
1598,1579,0.02505350182665278,0.025189769222675684,218
1599,1580,0.02468233866740921,0.02494043895664011,219
1600,1581,0.02493604452833076,0.026006350096161368,220
1601,1582,0.024242323407345556,0.024222623821266165,221
1602,1583,0.024164716283013865,0.024041121906999918,222
1603,1584,0.023807547456611955,0.02350549593922302,223
1604,1585,0.023863112173775347,0.024300540228287093,224
1605,1586,0.022641118251097492,0.02298018094942289,225
1606,1587,0.022704200800365282,0.023626828301230418,226
1607,1588,0.02226431134037532,0.02322394956984486,227
1608,1589,0.02237910900285056,0.023385770807210937,228
1609,1590,0.02196273587433417,0.022505606488206653,229
1610,1591,0.020678274261260232,0.02169958590884702,230
1611,1592,0.01992638186962392,0.020659508847608365,231
1612,1593,0.019943835574534385,0.021489679668464046,232
1613,1594,0.020474649052842686,0.022437159935728923,233
1614,1595,0.018565308673787806,0.020660724212236303,234
1615,1596,0.018105332304935717,0.020581747747021373,235
1616,1597,0.015023154272365336,0.018198128432108218,236
1617,1598,0.015116157440205669,0.01825072980924103,237
1618,1599,0.01459504810152068,0.017729889052559566,238
1619,1600,0.014575230045526077,0.017502312442213896,239
1620,1601,0.013873574114080522,0.01624634067645303,240
1621,1602,0.012887812632352058,0.016115701323653586,241
1622,1603,0.012118024207093292,0.01519895025497342,242
1623,1604,0.011769679272288114,0.015379823445431984,243
1624,1605,0.011198921878565304,0.014584957899242412,244
1625,1606,0.011605535501860942,0.015241517439047114,245
1626,1607,0.01141976213385787,0.014751110823644109,246
1627,1608,0.011637629276096018,0.015256612016614213,247
1628,1609,0.011107414721856723,0.01393074817104667,248
1629,1610,0.010982939823401039,0.013700689106099118,249
1630,1611,0.009923113683466545,0.012484355454605689,250
1631,1612,0.0103611086497426,0.013463443048155943,251
1632,1613,0.009425058919337315,0.012399611318189119,252
1633,1614,0.00871242087772417,0.010946430041107846,253
1634,1615,0.008776200425135605,0.010904428674988198,254
1635,1616,0.00830013090601589,0.010585690756180655,255
1636,1617,0.007549528525158777,0.009930847755573291,256
1637,1618,0.00713503122742376,0.0095684449368304,257
1638,1619,0.007433985396559928,0.009655011299814276,258
1639,1620,0.007662243582031825,0.010074793828121265,259
1640,1621,0.007532094628316055,0.010096743225013638,260
1641,1622,0.007502653784769553,0.01003772875091069,261
1642,1623,0.007272463889601011,0.010083480987065796,262
1643,1624,0.00753085401396647,0.010110724049771203,263
1644,1625,0.007594419822067211,0.009855976542220257,264
1645,1626,0.007327262011152191,0.009057058399281503,265
1646,1627,0.006486503393067333,0.008587938020392705,266
1647,1628,0.005654976492147634,0.007516140405802174,267
1648,1629,0.006068210120536044,0.00871895792689914,268
1649,1630,0.005330809421154825,0.0082598219520984,269
1650,1631,0.006229288623234686,0.009273993720149365,270
1651,1632,0.006193528687141514,0.00877481014285375,271
1652,1633,0.006403040089722478,0.009003430698861226,272
1653,1634,0.006438593180741692,0.008672408026972778,273
1654,1635,0.006180160328700501,0.008686482530549156,274
1655,1636,0.006065322250629945,0.009077652701148131,275
1656,1637,0.006039807062067859,0.008712406834575193,276
1657,1638,0.006593866246229596,0.009189975907569536,277
1658,1639,0.005975686962133908,0.008737447058450032,278
1659,1640,0.006884591503085402,0.010511527019504197,279
1660,1641,0.0065160204373834185,0.010033652376045255,280
1661,1642,0.007253608052772531,0.010369904332852675,281
1662,1643,0.008420628041299505,0.011305001264893866,282
1663,1644,0.009590339004561188,0.013302468040598536,283
1664,1645,0.00979477489137992,0.014277298439806296,284
1665,1646,0.009358831455990146,0.014494440688084032,285
1666,1647,0.008873449483472462,0.013743058700759203,286
1667,1648,0.008479036347003865,0.014265356071766266,287
1668,1649,0.0073878253961914275,0.0126431098091776,288
1669,1650,0.007202176665109028,0.012795082214585918,289
1670,1651,0.006856344624742383,0.0124662277250982,290
1671,1652,0.0069281614572056505,0.01242661570537662,291
1672,1653,0.006905688366839802,0.012773206944366233,292
1673,1654,0.007175649734717182,0.013433366907278588,293
1674,1655,0.007695148229734938,0.013088273380626791,294
1675,1656,0.007714985183513545,0.013028370358729058,295
1676,1657,0.007720364174869543,0.013092417098181652,296
1677,1658,0.007130302418525636,0.013183511306279705,297
1678,1659,0.00760311092848609,0.013572432657563138,298
1679,1660,0.0064725788182478095,0.01222533046289398,299
1680,1661,0.006115368403046162,0.012109956352136964,300
1681,1662,0.0057006066320333115,0.012046231918101391,301
1682,1663,0.0059465416566719664,0.01342182043814244,302
1683,1664,0.004827780582625563,0.011665003500516025,303
1684,1665,0.0042086727636276855,0.011013997784924956,304
1685,1666,0.005011370090756806,0.011170338247045053,305
1686,1667,0.005284177511172605,0.011646767415792736,306
1687,1668,0.006188490314410933,0.011201054019088552,307
1688,1669,0.007693275766135987,0.013027871966445947,308
1689,1670,0.007730976039180826,0.012705045355314581,309
1690,1671,0.008477933552602623,0.0124126359039618,310
1691,1672,0.007906655259806827,0.012093010648865588,311
1692,1673,0.008925356120083161,0.012427121961573473,312
1693,1674,0.008242785952390252,0.011141697492117575,313
1694,1675,0.008304148411862555,0.011703977195141158,314
1695,1676,0.008360606150319971,0.011559388979931806,315
1696,1677,0.009449742671809536,0.011921763058554413,316
1697,1678,0.00972524998340707,0.011774544313362001,317
1698,1679,0.009586874712080196,0.011900317197105825,318
